760,8,Brejetuba
761,20,Brejinho
762,17,Brejinho
763,27,Brejinho De Nazaré
764,10,Brejo
765,25,Brejo Alegre
766,17,Brejo Da Madre De Deus
767,10,Brejo De Areia
768,15,Brejo Do Cruz
769,18,Brejo Do Piauí
770,15,Brejo Dos Santos
771,26,Brejo Grande
772,14,Brejo Grande Do Araguaia
773,6,Brejo Santo
774,5,Brejões
775,5,Brejolândia
776,14,Breu Branco
777,14,Breves
778,9,Britânia
779,21,Brochier
780,25,Brodowski
781,25,Brotas
782,5,Brotas De Macaúbas
783,13,Brumadinho
784,5,Brumado
785,24,Brunópolis
786,24,Brusque
787,13,Bueno Brandão
788,13,Buenópolis
789,17,Buenos Aires
790,5,Buerarema
791,13,Bugre
792,17,Buíque
793,1,Bujari
794,14,Bujaru
795,25,Buri
796,25,Buritama
797,10,Buriti
798,9,Buriti Alegre
799,10,Buriti Bravo
800,9,Buriti De Goiás
801,27,Buriti Do Tocantins
802,18,Buriti Dos Lopes
803,18,Buriti Dos Montes
804,10,Buriticupu
805,9,Buritinópolis
806,5,Buritirama
807,10,Buritirana
808,22,Buritis
809,13,Buritis
810,25,Buritizal
811,13,Buritizeiro
812,21,Butiá
813,4,Caapiranga
814,15,Caaporã
815,12,Caarapó
816,5,Caatiba
817,15,Cabaceiras
818,5,Cabaceiras Do Paraguaçu
819,13,Cabeceira Grande
820,9,Cabeceiras
821,18,Cabeceiras Do Piauí
822,15,Cabedelo
823,22,Cabixi
824,17,Cabo De Santo Agostinho
825,19,Cabo Frio
826,13,Cabo Verde
827,25,Cabrália Paulista
828,25,Cabreúva
829,17,Cabrobó
830,24,Caçador
831,25,Caçapava
832,21,Caçapava Do Sul
833,22,Cacaulândia
834,21,Cacequi
835,11,Cáceres
836,5,Cachoeira
837,9,Cachoeira Alta
838,13,Cachoeira Da Prata
839,9,Cachoeira De Goiás
840,13,Cachoeira De Minas
841,13,Cachoeira De Pajeú
842,14,Cachoeira Do Arari
843,14,Cachoeira Do Piriá
844,21,Cachoeira Do Sul
845,15,Cachoeira Dos Índios
846,9,Cachoeira Dourada
847,13,Cachoeira Dourada
848,10,Cachoeira Grande
849,25,Cachoeira Paulista
850,19,Cachoeiras De Macacu
851,17,Cachoeirinha
852,27,Cachoeirinha
853,21,Cachoeirinha
854,8,Cachoeiro De Itapemirim
855,15,Cacimba De Areia
856,15,Cacimba De Dentro
857,15,Cacimbas
858,2,Cacimbinhas
859,21,Cacique Doble
860,22,Cacoal
861,25,Caconde
862,9,Caçu
863,5,Caculé
864,5,Caém
865,13,Caetanópolis
866,5,Caetanos
867,13,Caeté
868,17,Caetés
869,5,Caetité
870,5,Cafarnaum
871,16,Cafeara
872,25,Cafelândia
873,16,Cafelândia
874,16,Cafezal Do Sul
875,25,Caiabu
876,13,Caiana
877,9,Caiapônia
878,21,Caibaté
879,24,Caibi
880,15,Caiçara
881,21,Caiçara
882,20,Caiçara Do Norte
883,20,Caiçara Do Rio Do Vento
884,20,Caicó
885,25,Caieiras
886,5,Cairu
887,25,Caiuá
888,25,Cajamar
889,10,Cajapió
890,10,Cajari
891,25,Cajati
892,15,Cajazeiras
893,18,Cajazeiras Do Piauí
894,15,Cajazeirinhas
895,25,Cajobi
896,2,Cajueiro
897,18,Cajueiro Da Praia
898,13,Cajuri
899,25,Cajuru
900,17,Calçado
901,3,Calçoene
902,13,Caldas
903,15,Caldas Brandão
904,9,Caldas Novas
905,9,Caldazinha
906,5,Caldeirão Grande
907,18,Caldeirão Grande Do Piauí
908,16,Califórnia
909,24,Calmon
910,17,Calumbi
911,5,Camacan
912,5,Camaçari
913,13,Camacho
914,15,Camalaú
915,5,Camamu
916,13,Camanducaia
917,12,Camapuã
918,21,Camaquã
919,17,Camaragibe
920,21,Camargo
921,16,Cambará
922,21,Cambará Do Sul
923,16,Cambé
924,16,Cambira
925,24,Camboriú
926,19,Cambuci
927,13,Cambuí
928,13,Cambuquira
929,14,Cametá
930,6,Camocim
931,17,Camocim De São Félix
932,13,Campanário
933,13,Campanha
934,2,Campestre
935,13,Campestre
936,21,Campestre Da Serra
937,9,Campestre De Goiás
938,10,Campestre Do Maranhão
939,16,Campina Da Lagoa
940,21,Campina Das Missões
941,25,Campina Do Monte Alegre
942,16,Campina Do Simão
943,15,Campina Grande
944,16,Campina Grande Do Sul
945,13,Campina Verde
946,9,Campinaçu
947,11,Campinápolis
948,25,Campinas
949,18,Campinas Do Piauí
950,21,Campinas Do Sul
951,9,Campinorte
952,2,Campo Alegre
953,24,Campo Alegre
954,9,Campo Alegre De Goiás
955,5,Campo Alegre De Lourdes
956,18,Campo Alegre Do Fidalgo
957,13,Campo Azul
958,13,Campo Belo
959,24,Campo Belo Do Sul
960,21,Campo Bom
961,16,Campo Bonito
962,26,Campo Do Brito
